id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0005831	Type B brachydactyly	Type B brachydactyly	قصر الأصابع نوع ب	نوع من أنواع قصر الأصابع يتميز بتطور غير كامل أو قصور في عدد أو طول الأصابع.
HP:0005832	Dysharmonic delayed bone age	تأخر العمري العظمي غير المتناغم	تأخر في نمو العظام غير متناغم	نوع من النضوج الهيكلي غير المتناغم حيث يحدث تأخر في نضوج الهيكل العظمي يختلف بشكل كبير بين العظام المختلفة.
HP:0005841	Calcific stippling of infantile cartilaginous skeleton	Calcific stippling of infantile cartilaginous skeleton	نقاط تكلس في غضروف الأطفال	وجود نقاط تكلس أو رواسب كلسية في الهيكل الغضروفي للأطفال، مما قد يؤثر على نمو العظام الطبيعي.
HP:0005844	Rounded middle phalanx of finger	استدارة السلامية الوسطى للأصابع	استدارة العظمة المتوسطة للإصبع	شكل دائري غير طبيعي في السلامية الوسطى للإصبع.
HP:0005849	Diffuse cerebral calcification	تكلس دماغي منتشر	ترسب الكالسيوم في الدماغ	ترسب عام لأملاح الكالسيوم داخل المخ، والتي يمكن أن تؤثر على وظائفه.
HP:0005850	Congenital talipes calcaneovalgus	تشوه القدم الكعبية الولادية	تشوه ولادي في القدم	تشوه القدم الكعبية الولادية هو حالة يتميز فيها القدم بميلان نحو الجانب الإنسي مع ارتفاع في الكعب منذ الولادة.
HP:0005852	Limited elbow extension and supination	تقيد في تمدد الكوع وتدويره	صعوبة في تحريك الكوع	حالة تتسم بتقيد في قدرة الكوع على التمدد والانقلاب للداخل أو للخارج.
HP:0005853	Congenital foot contraction deformities	تشوهات تقبض القدم الولادية	تقوس الولادة في القدم	تشوهات تقبض القدم الولادية هي اضطرابات في تكون القدم منذ الولادة حيث تحدث تقبضات أو انحناءات غير طبيعية.
HP:0005855	Multiple prenatal fractures	كسور متعددة قبل الولادة	كسور ولادية متعددة	وجود كسور في العظام خلال الفترة الجنينية والتي يتم تشخيصها عند الولادة أو قبلها.
HP:0005856	Ulnar radial head dislocation	خلع الرأس الكعبري في الاتجاه الزندي	خلع الكوع	خلع في رأس الكعبري من تجويفه في مفصل الكوع في اتجاه زندي.
HP:0005857	Cervical spina bifida	الصلب المشقوق العنقي	الصلب المشقوق في الرقبة	الصلب المشقوق العنقي هو نوع من الصلب المشقوق يحدث في منطقة الفقرات العنقية.
HP:0005863	Type E brachydactyly	قصر الأصابع نوع E	قصر في عظام الأصابع	في قصر الأصابع نوع E، يكون القصر بشكل رئيسي في السلاميات والمشطيات في اليدين والقدمين.
HP:0005864	Pseudoarthrosis	التصلب الكاذب	مفصل كاذب	"كيان مرضي يتميز بعيب تطوري في العظم الطويل يؤدي إلى انحناء وكسر مرضي، مع عدم القدرة على تكوين ندبة عظمية طبيعية مما يؤدي إلى تشكل تصلب كاذب أو ""مفصل كاذب""."
HP:0005866	Opposable triphalangeal thumb	إبهام معارض مثرث	إبهام معارض	شكل من الإبهام المثرث يتميز بالقدرة على توجيهه ليعارض الأصابع في نفس اليد.
HP:0005867	4-5 metacarpal synostosis	التحام المشط الرابع والخامس	التصاق عظام اليد	التحام العظام المشطية الرابعة والخامسة في اليد.
HP:0005881	Spinal instability	عدم استقرار العمود الفقري	عدم ثبات العمود الفقري	
HP:0005882	Dermatoglyphic variants	متغيرات الجلدية	تنوع في بصمات الجلد	
HP:0005885	Absent ossification of cervical vertebral bodies	عدم تكلس أجسام الفقرات العنقية	عدم تكلس في فقرة العنق	الافتقار إلى ترسب المعادن العظمية في واحد أو أكثر من أجسام الفقرات العنقية.
HP:0005886	Aphalangy of the hands	غياب سلاميات الأصابع	غياب جزء من الاصبع	غياب لأصبع أو واحد أو أكثر من سلاميات الأصابع.
HP:0005890	Hyperostosis cranialis interna	فرط التصلب القحفي الداخلي	زيادة نمو داخل الجمجمة	نمو عظمي زائد على السطح الداخلي (التجويفي) للقحف وقاعدة الجمجمة.
HP:0005891	Progressive forearm bowing	انحناء تدريجي في الساعد	انحناء تدريجي في عظم الساعد	انحناء تدريجي أو تقوس غير طبيعي في هيكل الساعد.
HP:0005892	Proximal tibial and fibular fusion	التحام القريبة من القصبة والشظية	اتحاد عظام الساق	عيب تطوري يتسم بالالتحام غير الطبيعي لعظمتي القصبة والشظية القريبة.
HP:0005894	Double first metacarpals	ازدواج العظم المشطي الأول	وجود اثنين من العظام الطويلة الأولى في اليد	تضاعف في عظام المشطية الأولى.
HP:0005895	Radial deviation of thumb terminal phalanx	الانحراف الشعاعي للسلامية الطرفية للإبهام	انحراف إبهام اليد	
HP:0005897	Severe generalized osteoporosis	هشاشة العظام العامة الشديدة	ضعف عام في العظام	درجة شديدة من هشاشة العظام.
HP:0005868	Metaphyseal enchondromatosis	تلين الغضروفات المشاشية	نمو غضروفي في العظم	تلين الغضروف هو نمو حميد للغضروف يتطور داخل تجويف نقي العظم. يشير مصطلح تلين الغضروفات إلى وجود تلينات متعددة، ويشير هذا المصطلح إلى وجود تلينات متعددة داخل نقي العظم في العظم المشاشي. تظهر تلينات الأشعة السينية كآفة تحلل عظمي بيضوية أو خطية أو هرمية (شفافة للأشعة) ذات حدود محددة جيدًا.
HP:0005871	Metaphyseal chondrodysplasia	خلل التنسج الغضروفي المشاشي	خلل في نمو العظام عند نهايات العظام الطويلة	خلل في تطور الهيكل العظمي يتميز بتشوه المشاش وتركيبته النسيجية مع سلامة نسبية في المشاشات والفقرات.
HP:0005872	Brachytelomesophalangy	قصر السلاميات الوسطى والنهائية	قصر العظام في الأصابع والقدمين	قصر غير متناسب في السلاميات الوسطى والنهائية مقارنة باليد/القدم.
HP:0005873	Polysyndactyly of hallux	تعدد الأصابع الملتحمة لإصبع القدم الكبير	تعدد وإلتصاق في إصبع القدم الكبير	هو تجمع بين تعدد الأصابع والالتصاق بإصبع القدم الكبير.
HP:0005875	Increased dermatoglyphic whorls	زيادة الحلقات الجلدية	زيادة الأنماط في بصمات الأصابع	زيادة في الحلقات الجلدية في بصمات الأصابع والتي قد ترتبط باضطرابات وراثية معينة.
HP:0005876	Progressive flexion contractures	التقلصات المثنية التقدمية	انكماشات مفصلية تزداد سوءًا مع الوقت	تفاقم تدريجي في تقلصات المفاصل الذي يصعب انبساطها.
